W=a,W=about,W=all,W=also,W=an,W=and,W=are,W=as,W=at,W=be,W=been,W=between,W=both,W=but,W=by,W=can,W=during,W=for,W=from,W=has,W=have,W=how,W=however,W=i,W=in,W=including,W=into,W=is,W=it,W=its,W=many,W=may,W=not,W=of,W=on,W=one,W=or,W=other,W=s,W=some,W=such,W=than,W=that,W=the,W=their,W=there,W=these,W=they,W=this,W=through,W=to,W=two,W=use,W=used,W=using,W=was,W=were,W=when,W=which,W=who,W=will,W=with,W=1,W=2,W=after,W=only,W=we,Gender
1,1,1,0,1,4,1,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,6,1,1,0,1,1,2,0,0,0,9,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,F
5,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,F
1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,F
1,1,0,0,0,5,1,5,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
8,0,0,1,1,23,4,1,0,0,2,0,2,1,7,0,0,3,0,4,0,0,0,0,8,1,0,5,3,0,1,0,0,13,5,1,2,1,0,1,0,1,6,11,0,3,1,0,1,1,10,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,F
2,0,0,0,0,8,1,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,3,0,0,2,0,1,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,F
4,1,0,0,0,7,1,0,0,3,2,0,0,0,0,2,0,0,0,2,1,0,1,0,6,0,0,3,1,0,1,0,1,9,0,0,2,0,0,0,0,0,2,6,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,F
3,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,F
0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
4,0,3,0,2,15,0,2,0,0,0,1,0,1,2,0,0,2,2,0,3,1,0,0,2,0,0,2,0,0,0,2,1,4,1,0,1,3,0,0,1,0,2,4,1,0,0,1,1,0,7,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,F
4,0,0,0,1,12,4,1,0,2,0,0,1,0,3,1,0,3,1,0,2,0,0,0,2,2,1,3,0,0,0,0,0,15,1,0,0,1,0,1,0,0,3,12,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,7,0,7,0,0,0,F
3,0,0,0,0,11,0,1,0,0,0,1,1,0,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,2,0,0,0,0,0,1,3,0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,0,0,8,0,0,0,0,0,F
1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,F
0,0,0,0,1,4,0,0,0,1,0,1,0,0,6,0,0,2,2,0,0,1,0,0,7,0,0,3,1,1,0,0,0,9,3,1,1,0,0,0,0,1,4,16,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,F
0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,F
6,0,0,0,2,7,0,5,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,2,14,2,0,0,2,1,0,5,0,0,0,0,3,1,2,0,1,0,1,0,0,0,0,0,F
1,2,0,0,1,5,0,0,1,0,1,0,0,0,2,0,0,0,1,1,1,0,0,1,3,0,0,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,F
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,F
1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F
3,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
4,0,1,0,1,6,1,0,0,2,0,1,0,0,3,0,0,3,2,0,3,0,0,0,4,0,0,0,1,0,0,1,0,7,2,0,0,1,0,0,0,1,2,7,0,0,1,0,3,0,3,0,0,0,0,6,1,0,3,1,0,3,0,0,0,1,0,F
3,0,0,1,0,6,0,3,1,1,0,0,2,1,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,4,0,0,0,2,0,0,0,0,12,0,0,1,0,1,0,5,0,0,0,0,1,3,1,0,0,1,2,0,0,0,0,0,F
3,0,0,1,2,4,2,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,5,0,0,3,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,F
1,0,0,1,2,9,0,3,0,2,0,0,0,1,1,0,0,3,3,0,2,0,0,0,6,1,0,2,0,1,0,2,0,12,0,0,1,0,0,0,0,0,3,12,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,F
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
5,0,2,0,0,8,2,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,7,1,0,1,0,1,11,0,0,0,0,4,0,0,0,0,16,0,1,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,F
4,0,0,0,2,12,0,2,1,2,1,0,0,0,2,0,0,3,1,0,2,1,0,0,4,0,1,0,0,0,2,0,0,20,0,0,1,0,0,0,1,0,0,22,0,0,1,0,3,0,6,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,2,F
2,0,0,0,2,6,0,2,0,0,1,0,0,0,1,1,0,3,1,1,2,0,0,0,7,0,1,2,0,3,0,0,0,17,0,0,1,0,0,0,0,0,0,11,0,0,0,0,2,2,5,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,F
5,1,0,1,0,7,3,3,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,2,11,3,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,F
1,0,1,1,2,7,0,2,4,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,3,0,0,0,2,0,8,0,0,0,0,0,0,1,0,0,7,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,F
5,0,0,0,3,2,1,1,0,1,0,0,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,3,1,0,1,1,0,6,1,1,4,0,1,0,1,0,3,9,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,1,F
5,1,1,0,4,12,2,2,0,1,0,0,1,0,0,0,0,6,2,0,0,0,0,1,6,0,0,3,0,0,0,1,0,13,4,0,5,1,0,0,0,0,2,7,0,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,0,4,0,0,0,1,0,F
3,0,0,0,1,1,2,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,1,8,0,1,0,0,3,1,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,F
6,0,0,1,2,13,0,0,0,1,1,0,0,0,0,2,0,1,1,4,0,0,0,0,11,0,0,2,0,0,1,1,0,10,0,0,0,2,0,1,0,1,3,9,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,F
1,0,0,1,1,3,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,7,1,0,1,1,1,0,2,1,8,0,0,0,0,0,0,0,0,3,6,0,0,2,0,1,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,F
1,0,3,0,2,8,1,0,2,0,0,0,0,0,1,0,0,7,10,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,11,0,0,1,0,1,0,11,0,0,1,2,1,3,0,0,0,0,1,5,3,0,0,0,F
2,0,0,0,0,11,0,2,0,2,0,0,1,0,0,0,1,3,0,0,0,0,1,0,7,0,1,4,0,2,0,0,0,13,4,0,0,0,0,0,0,0,3,13,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,F
2,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,1,1,2,1,0,0,0,5,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,1,11,1,0,0,0,1,0,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,F
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
4,1,0,1,0,10,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,3,3,0,2,0,0,0,6,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,F
3,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,F
1,0,0,0,3,6,3,1,1,1,1,0,0,2,3,1,1,3,0,0,2,0,0,0,2,0,0,7,2,1,0,2,2,12,2,1,3,0,1,0,0,0,5,17,1,0,0,1,1,1,11,0,1,1,0,0,4,1,1,0,0,7,0,0,0,0,0,F
3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,F
6,0,3,0,0,7,2,2,1,1,0,0,2,0,1,0,0,2,1,1,1,0,0,0,3,0,0,2,4,1,0,1,0,9,0,0,0,0,3,2,1,0,2,18,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,F
15,0,2,0,0,9,2,2,2,3,2,0,0,0,2,1,0,0,2,2,0,0,0,0,4,0,0,5,0,0,0,0,2,10,1,1,0,1,1,1,0,0,6,18,0,0,0,0,3,0,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,F
4,0,0,0,0,3,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,F
9,0,0,2,0,16,0,3,3,1,0,0,0,1,3,0,0,4,3,0,0,0,0,0,9,0,0,1,1,0,0,0,2,30,1,0,6,0,1,1,1,0,4,30,0,1,1,0,3,1,9,1,1,1,1,5,10,2,0,0,0,12,1,0,0,2,0,F
1,1,0,1,1,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,F
3,2,1,0,0,7,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,13,1,0,1,1,0,0,0,0,3,7,2,0,1,0,0,0,4,0,0,1,0,3,4,0,0,0,0,7,0,0,2,0,0,F
4,1,0,0,2,4,2,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,0,1,3,1,0,0,0,0,7,3,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,F
1,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,1,1,0,1,0,0,4,0,0,0,1,1,1,0,0,1,7,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
1,0,0,1,1,14,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,3,2,3,3,0,0,0,3,1,7,0,2,1,0,1,0,2,0,0,1,0,2,3,0,0,0,0,4,0,0,0,0,0,F
5,0,0,0,2,4,1,3,0,0,3,0,0,0,1,0,2,1,0,4,0,0,0,0,8,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,2,6,0,1,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,F
0,3,0,0,2,2,1,1,0,0,0,0,0,0,2,0,0,3,1,0,1,0,1,0,2,0,0,5,0,0,0,0,0,6,1,0,0,0,1,0,0,1,3,9,0,0,1,3,1,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,F
5,2,0,0,0,12,4,8,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,7,0,1,1,0,0,0,1,0,0,8,0,1,0,0,2,0,5,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,F
3,0,0,0,1,6,1,1,0,1,3,0,0,0,0,0,0,1,2,2,1,0,1,0,6,0,0,1,0,0,0,0,1,12,0,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,F
4,0,1,0,1,8,3,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,2,1,3,0,0,1,0,0,0,6,0,5,0,0,1,0,0,1,0,0,2,0,0,0,0,0,F
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,F
10,0,0,0,0,8,4,2,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,8,0,0,7,2,0,1,1,2,9,0,0,1,1,1,0,0,0,3,12,0,1,1,1,1,0,4,0,1,0,0,2,2,5,1,0,0,2,0,0,0,0,0,F
5,1,0,1,0,9,1,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,6,1,0,1,0,0,0,1,0,1,7,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,F
4,0,2,0,0,7,0,0,4,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,4,1,0,2,0,0,0,1,0,4,1,0,1,1,0,0,0,1,1,4,0,1,0,0,2,0,3,0,7,0,1,2,1,1,0,0,0,2,0,0,1,1,0,F
3,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
8,0,0,0,0,15,0,3,0,0,1,0,0,0,4,1,0,6,0,0,1,0,1,0,8,0,0,3,0,0,0,1,1,27,1,0,1,1,1,3,1,0,4,7,1,0,1,0,3,0,9,1,0,1,1,5,2,0,0,0,0,5,0,0,0,0,0,F
4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,4,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,F
1,0,0,1,1,6,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,2,0,0,0,6,0,0,1,1,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,F
0,0,0,0,0,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,0,7,1,0,0,0,1,0,0,0,2,10,0,1,0,1,3,0,7,0,0,0,0,0,0,0,2,0,0,3,1,1,0,0,0,F
0,0,0,0,0,10,4,2,1,0,1,0,2,1,0,0,0,3,1,0,3,0,0,0,4,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,0,1,5,13,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,F
2,0,1,0,0,11,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,1,8,2,0,0,0,0,9,1,1,0,3,0,0,0,1,2,18,0,0,1,0,1,0,3,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,0,F
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2,1,0,1,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,15,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,F
5,0,0,0,0,4,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,9,0,1,0,0,1,0,3,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,F
0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,1,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,F
1,0,0,0,0,4,0,3,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,9,1,0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,F
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,F
3,0,0,1,1,5,5,1,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,7,0,1,1,0,0,1,1,0,8,0,0,1,1,0,0,0,1,1,9,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,0,2,3,1,1,0,0,0,F
2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,5,1,0,0,0,0,0,1,0,8,1,0,2,0,0,1,0,1,1,7,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,F
3,0,0,2,1,5,1,0,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,9,1,0,0,0,0,1,0,0,1,9,0,0,0,0,3,0,6,0,0,1,0,0,0,1,0,1,3,1,1,0,0,0,0,F
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
0,1,0,1,0,7,1,0,0,1,0,0,1,1,0,1,0,2,0,0,1,0,0,0,9,0,0,4,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,8,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,F
1,0,0,0,0,6,1,1,1,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,5,0,0,4,1,0,0,1,0,8,0,0,1,0,1,0,0,0,1,13,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,F
4,0,0,1,1,5,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,3,0,0,3,0,0,1,0,1,5,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,F
2,0,0,0,0,5,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,5,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
2,0,1,0,0,3,0,0,0,0,0,1,1,0,1,1,0,3,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,7,1,1,0,0,1,1,2,1,0,1,1,1,4,0,0,0,0,1,0,0,0,0,0,F
1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,2,1,0,1,0,0,1,0,0,8,2,0,1,0,0,0,0,1,1,6,1,0,0,0,0,1,4,0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,F
6,0,0,0,0,2,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,1,0,8,0,0,0,0,0,0,0,0,4,13,0,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,F
1,0,0,0,2,13,8,1,1,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,9,0,1,1,0,0,1,2,0,7,1,0,0,1,1,0,1,0,0,10,1,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,F
3,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,0,0,4,0,0,0,1,0,6,0,1,1,0,0,1,0,0,1,5,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,F
0,0,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,1,0,0,1,0,0,6,1,0,1,0,0,1,0,0,2,11,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,F
5,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,3,0,0,7,1,0,2,0,0,2,2,0,3,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,F
3,0,0,0,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,4,1,0,1,1,0,1,0,0,9,0,0,1,0,0,0,0,0,3,7,1,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,F
2,0,1,0,1,4,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,1,17,0,0,0,0,3,0,3,0,0,1,0,2,3,0,0,0,1,4,0,0,0,0,1,F
1,0,0,1,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
2,0,0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2,1,6,1,0,0,1,3,0,0,1,0,7,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,F
5,0,0,1,0,2,1,3,0,0,1,0,0,1,1,0,0,1,0,1,0,3,0,0,3,0,0,1,0,2,0,0,1,8,2,0,0,0,0,0,0,0,3,8,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,F
2,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,F
